id,target
13000,0.33701295585328467
13001,0.41758234344130407
13002,0.3757422571422969
13003,0.2786054122366135
13004,0.31144380074088573
13005,0.33701295585328467
13006,0.35214215753746847
13007,0.34785412585256764
13008,0.28193259518641556
13009,0.2551998287055342
13010,0.2546782898070186
13011,0.28027791431726534
13012,0.25570260207222806
13013,0.1957522643296946
13014,0.37652897228928095
13015,0.42886992002765445
13016,0.3704283041610354
13017,0.37214640886003897
13018,0.2546782898070186
13019,0.25508377009380756
13020,0.26885178886398464
13021,0.4129140871907449
13022,0.2591943805179046
13023,0.19307306441546354
13024,0.2563265752642885
13025,0.2786054122366135
13026,0.2659574366796453
13027,0.27794059050353703
13028,0.22326099430667634
13029,0.23712428218063264
13030,0.2724951266839189
13031,0.28998611186499057
13032,0.29441382267387467
13033,0.31120507210687076
13034,0.3189727209224533
13035,0.301664867510722
13036,0.34738836486645924
13037,0.30688646760099514
13038,0.31975852038199004
13039,0.38218912865388327
13040,0.28220535900031685
13041,0.33693690995664094
13042,0.33456276810282287
13043,0.3467892109302525
13044,0.23519951562243205
13045,0.3662787180907512
13046,0.28027791431726534
13047,0.28824173588263036
13048,0.34785412585256764
13049,0.3281521892625709
13050,0.2554922291187927
13051,0.26723523253860476
13052,0.31318564079847583
13053,0.22736579079383182
13054,0.37432918682702326
13055,0.3013878576010492
13056,0.31739435410796474
13057,0.2332521370717283
13058,0.287574808781983
13059,0.3584080596721491
13060,0.3256257227289631
13061,0.2554922291187927
13062,0.3089438998614073
13063,0.19307306441546354
13064,0.353860468044314
13065,0.28027791431726534
13066,0.33456276810282287
13067,0.2714975125663864
13068,0.4602016145171561
13069,0.26480237785124017
13070,0.258830277559438
13071,0.1673956201022629
13072,0.2936972323995565
13073,0.32600778202980446
13074,0.2460573603403841
13075,0.23712428218063264
13076,0.23058623788875063
13077,0.30715318102891764
13078,0.38380615354630754
13079,0.28062409861709153
13080,0.3017290395416975
13081,0.13345940124452152
13082,0.3525560401222346
13083,0.2735204427000043
13084,0.22736579079383182
13085,0.24185687167045086
13086,0.29773375504123056
13087,0.2679753816804925
13088,0.298378747333534
13089,0.27037803722241066
13090,0.3100756310083862
13091,0.2714975125663864
13092,0.26176881217575093
13093,0.19307306441546354
13094,0.3281521892625709
13095,0.2679753816804925
13096,0.25876388726435023
13097,0.40953148998761657
13098,0.37266680319295953
13099,0.31739435410796474
13100,0.2591943805179046
13101,0.3013878576010492
13102,0.3108509156081073
13103,0.2721421969774994
13104,0.2989565455265382
13105,0.29145865622812156
13106,0.25401106022414194
13107,0.3584080596721491
13108,0.2560027489936939
13109,0.2093562304507734
13110,0.25516902087655735
13111,0.353860468044314
13112,0.19307306441546354
13113,0.3131933930677755
13114,0.36702398009702497
13115,0.298378747333534
13116,0.3017290395416975
13117,0.3485857713483736
13118,0.262660078266782
13119,0.37175785260228256
13120,0.28062409861709153
13121,0.3909598326539454
13122,0.32367677953518564
13123,0.38218912865388327
13124,0.2889178566056253
13125,0.38218912865388327
13126,0.25481923446981014
13127,0.14751028801143173
13128,0.24549666175290022
13129,0.25261030039299776
13130,0.23712428218063264
13131,0.31062448081722605
13132,0.262660078266782
13133,0.27938906080084047
13134,0.26480237785124017
13135,0.34738836486645924
13136,0.2719870007230897
13137,0.2603575485745013
13138,0.32367677953518564
13139,0.44521902632233873
13140,0.38218912865388327
13141,0.28027791431726534
13142,0.37266680319295953
