id,target
13000,0.28347631566567183
13001,0.42688258862408623
13002,0.33089367642119427
13003,0.3190247347309692
13004,0.305493284150645
13005,0.28347631566567183
13006,0.31515104754860596
13007,0.3808258863542247
13008,0.29025163731277803
13009,0.255656138179899
13010,0.21917200186405164
13011,0.2582410307574455
13012,0.3203274023253981
13013,0.27214861149678926
13014,0.38015007274946855
13015,0.3970908193643295
13016,0.35551740513221247
13017,0.4579148060091736
13018,0.21917200186405164
13019,0.26558857568925237
13020,0.24727346528600103
13021,0.3432402600437115
13022,0.3623096804461146
13023,0.2818274124441611
13024,0.2346871352064459
13025,0.3190247347309692
13026,0.2394990113001852
13027,0.31181162252149963
13028,0.20818192135473834
13029,0.25575495831820405
13030,0.25509864781632446
13031,0.25660751908428564
13032,0.2531926060134321
13033,0.29924468572040513
13034,0.32960880754188376
13035,0.314695163726851
13036,0.3522637685778852
13037,0.24949611066529354
13038,0.31879237106721303
13039,0.3830296001295692
13040,0.2730422374709064
13041,0.30720058463827166
13042,0.30489869776568285
13043,0.36620058351519263
13044,0.31664740377145234
13045,0.43782644990572234
13046,0.2582410307574455
13047,0.2970508351462817
13048,0.3808258863542247
13049,0.23691505961795833
13050,0.19387904266568995
13051,0.28653198659927565
13052,0.3331570090114979
13053,0.27406351790386196
13054,0.43672830586146655
13055,0.2021563150279145
13056,0.29579566366397914
13057,0.25962082651788926
13058,0.22947982647420168
13059,0.26930151580070466
13060,0.32104645372258683
13061,0.19387904266568995
13062,0.29776727011113713
13063,0.2818274124441611
13064,0.3372628823702273
13065,0.2582410307574455
13066,0.30489869776568285
13067,0.2609927902484408
13068,0.5074348898311958
13069,0.25709204839076377
13070,0.2518117685097989
13071,0.18080713306532437
13072,0.3302759453905045
13073,0.2902568567935582
13074,0.24429487798367108
13075,0.25575495831820405
13076,0.25068558134010704
13077,0.3409491478615402
13078,0.3896506470932371
13079,0.301183175265086
13080,0.2569840771968431
13081,0.1283388419392863
13082,0.381059838485706
13083,0.2192420245078788
13084,0.27406351790386196
13085,0.18711783823965267
13086,0.34937574048467884
13087,0.33108918619718725
13088,0.2723864513722711
13089,0.22550884011207187
13090,0.3427853136654669
13091,0.2609927902484408
13092,0.25250810360128634
13093,0.2818274124441611
13094,0.23691505961795833
13095,0.33108918619718725
13096,0.2527279197612333
13097,0.3541075473655251
13098,0.40052181515538426
13099,0.29579566366397914
13100,0.3623096804461146
13101,0.2021563150279145
13102,0.2177951560163965
13103,0.2603956654229591
13104,0.263818383529249
13105,0.23331764396390023
13106,0.24653671346995282
13107,0.26930151580070466
13108,0.2926418045226162
13109,0.2543210077011407
13110,0.18672507020087425
13111,0.3372628823702273
13112,0.2818274124441611
13113,0.23527126077645694
13114,0.39011995299849084
13115,0.2723864513722711
13116,0.2569840771968431
13117,0.32505544254413515
13118,0.2744440939432045
13119,0.43277446701612127
13120,0.301183175265086
13121,0.42763849045925695
13122,0.31168349512725013
13123,0.3830296001295692
13124,0.264465332015871
13125,0.3830296001295692
13126,0.261678470612698
13127,0.1534338067027219
13128,0.2728110416984929
13129,0.23005024446348135
13130,0.25575495831820405
13131,0.27723529749331544
13132,0.2744440939432045
13133,0.27087325808446067
13134,0.25709204839076377
13135,0.3522637685778852
13136,0.27239818449677816
13137,0.270786450654699
13138,0.31168349512725013
13139,0.3921749113685685
13140,0.3830296001295692
13141,0.2582410307574455
13142,0.40052181515538426
13143,0.28347631566567183
13144,0.31722460313605855
13145,0.35448592275131485
13146,0.2382634780245168
13147,0.33108918619718725
13148,0.28454438290426476
13149,0.31515104754860596
13150,0.2671408331932319
13151,0.2543210077011407
13152,0.30720058463827166
13153,0.35448592275131485
13154,0.2902568567935582
13155,0.2021563150279145
13156,0.22183250418832062
